K,N,epsilon,realization,channel_seed,faa_energy_W,fpa_energy_W,faa_energy_dBm,fpa_energy_dBm,faa_energy_saving_pct,faa_iterations,fpa_iterations,faa_converged,fpa_converged,faa_monotone,fpa_monotone,faa_wins,fpa_wins,tie,same_physical_channel
4,4,0.08,39,20664859,0.0003888937649663038,0.0005907119941786917,-4.101690197284356,-2.2862421087112237,34.16524993588287,7,17,1,1,1,1,1,0,0,1
4,4,0.08,40,20664860,0.000505619412813515,0.000732214965681918,-2.961762600501618,-1.3536139885430614,30.946588568750794,9,25,1,0,1,1,1,0,0,1
4,4,0.08,41,20664861,0.0004326203769441566,0.0009126958632574916,-3.6389302861863633,-0.3967391788063356,52.59972194898566,4,25,1,0,1,1,1,0,0,1
4,4,0.08,42,20664862,0.00043567832218751695,0.0006052896414843438,-3.608340484841559,-2.1803675824453266,28.021513614687215,4,25,1,0,1,1,1,0,0,1
4,4,0.08,43,20664863,0.00027041936949071915,0.0004150615339872207,-5.679622041443756,-3.818875131913803,34.848366483644064,7,15,1,1,1,1,1,0,0,1
4,4,0.08,44,20664864,0.000665965609536146,0.0009977671426381692,-1.7654819721755506,-0.009708018659578033,33.25440565468168,12,19,1,1,1,1,1,0,0,1
4,4,0.08,45,20664865,0.0006734487768746438,0.001358327637852906,-1.7169543151737132,1.330045373593462,50.420741056321496,6,20,1,1,1,1,1,0,0,1
4,4,0.08,46,20664866,0.0011952898451768428,0.002930958545719877,0.7747322988466889,4.6700967599816785,59.21846636410663,25,18,0,1,1,1,1,0,0,1
4,4,0.08,47,20664867,0.0005921622708015632,0.0015639982360808554,-2.2755926682965537,1.9423625891514447,62.137919523142635,6,25,1,0,1,1,1,0,0,1
4,4,0.08,48,20664868,0.0002591441832538104,0.00035622670565106944,-5.864585348820378,-4.482735254057914,27.253016367715325,5,13,1,1,1,1,1,0,0,1
4,4,0.08,49,20664869,0.0002307014768219299,0.00029338659581649133,-6.3694962535943525,-5.3255973199209805,21.36604735472304,6,13,1,1,1,1,1,0,0,1
4,4,0.08,50,20664870,0.0006822482654700213,0.0012842680982029873,-1.6605755979548769,1.0865569461775488,46.87649203272608,6,16,1,1,1,1,1,0,0,1
4,6,0.08,1,20666821,0.0001756449405727594,0.0002684576620057172,-7.553643554818507,-5.711241963968988,34.57257309757142,5,23,1,1,1,1,1,0,0,1
4,6,0.08,2,20666822,0.0002394307464934272,0.0005204386489817547,-6.208200804332341,-2.8363045919683905,53.99443393339894,5,25,1,0,1,1,1,0,0,1
4,6,0.08,3,20666823,0.00028000176637307415,0.00044161920691419105,-5.528392289304258,-3.549520465210416,36.59656056864393,6,25,1,0,1,1,1,0,0,1
4,6,0.08,4,20666824,0.0003951129816905252,0.0009108251061250805,-4.0327870106028545,-0.4056500693116926,56.62032381041266,7,25,1,0,1,1,1,0,0,1
4,6,0.08,5,20666825,0.00026510244557109616,0.0003401339611234759,-5.765862658801347,-4.683500031976006,22.059401332506663,7,25,1,0,1,1,1,0,0,1
4,6,0.08,6,20666826,0.0014523809583007717,0.0025958717014401204,1.620805463830253,4.142832240553316,44.050356668435136,19,25,1,0,1,1,1,0,0,1
4,6,0.08,7,20666827,0.000607844227527058,0.0013793544244774124,-2.1620770328183845,1.3967587228003477,55.93270179581667,12,21,1,1,1,1,1,0,0,1
4,6,0.08,8,20666828,0.0005660105560334097,0.0010316074393692855,-2.471754691928049,0.13514465363321276,45.13314518365019,6,13,1,1,1,1,1,0,0,1
4,6,0.08,9,20666829,0.0002069667067385609,0.00022878097638506065,-6.840995107876708,-6.4058009086887155,9.535001550908769,8,17,1,1,1,1,1,0,0,1
4,6,0.08,10,20666830,0.00019152646222898233,0.00033633756177158246,-7.177712133085892,-4.732246284950757,43.055286117863325,4,19,1,1,1,1,1,0,0,1
4,6,0.08,11,20666831,0.00027772983284704957,0.00041094570085501667,-5.563774672250061,-3.862155586030746,32.41690270291116,17,18,1,1,1,1,1,0,0,1
4,6,0.08,12,20666832,0.0006748560146328409,0.0007609722394168916,-1.7078887712569837,-1.1863118618338846,11.316605300876525,13,15,1,1,1,1,1,0,0,1
4,6,0.08,13,20666833,0.0003508158360733739,0.0005656038557549209,-4.549208105053958,-2.474876385899088,37.974992124985754,6,13,1,1,1,1,1,0,0,1
4,6,0.08,14,20666834,0.0006770506464639054,0.0010340665047645057,-1.6937884289964056,0.14548470792206453,34.52542526574784,5,10,1,1,1,1,1,0,0,1
4,6,0.08,15,20666835,0.00030237533422567233,0.00032628242176754337,-5.194536385894356,-4.864063228869504,7.327114777547961,11,18,1,1,1,1,1,0,0,1
4,6,0.08,16,20666836,0.00023134866331760053,0.00046858765144526255,-6.357330054161575,-3.2920916042502473,50.628518996594764,6,22,1,1,1,1,1,0,0,1
4,6,0.08,17,20666837,0.00039952661611775863,0.0005727858707651407,-3.9845428306330484,-2.4200770355707144,30.248521042591065,6,17,1,1,1,1,1,0,0,1
4,6,0.08,18,20666838,0.0001430718625530156,0.00024178191085364438,-8.444457690320323,-6.165761944194776,40.826068398632195,4,13,1,1,1,1,1,0,0,1
4,6,0.08,19,20666839,0.00039986696479610913,0.0005784847213641304,-3.980844738344316,-2.3770810691944706,30.876832174032366,6,16,1,1,1,1,1,0,0,1
4,6,0.08,20,20666840,0.0004935276540526795,0.0008974063288334618,-3.0668850729830837,-0.4701087199064535,45.00510658374607,8,18,1,1,1,1,1,0,0,1
4,6,0.08,21,20666841,0.0002130758213348644,0.00029833397529342395,-6.714658288245314,-5.252972848805383,28.578090669929427,13,24,1,1,1,1,1,0,0,1
4,6,0.08,22,20666842,0.0006174596789986779,0.001490898554441861,-2.0939139719399606,1.7344809365756992,58.58472884294715,12,25,1,0,1,1,1,0,0,1
4,6,0.08,23,20666843,0.000286165229947851,0.00031233803742271727,-5.433831356325815,-5.053751229204305,8.379641394571502,5,22,1,1,1,1,1,0,0,1
4,6,0.08,24,20666844,0.0002637826957099063,0.000401639581092797,-5.787536978123783,-3.961634945603922,34.32353081531561,10,25,1,0,1,1,1,0,0,1
4,6,0.08,25,20666845,0.0004042693790939112,0.000667985770637796,-3.9332915254258527,-1.7523278872101977,39.47934269499291,12,25,1,0,1,1,1,0,0,1
4,6,0.08,26,20666846,0.00022032902585227923,0.0005356091698322971,-6.569282857039421,-2.7115199630999824,58.863843589297446,10,25,1,0,1,1,1,0,0,1
4,6,0.08,27,20666847,0.00026175723703186586,0.00031729051663463066,-5.821013021627567,-4.9854290815423115,17.5023445994489,13,18,1,1,1,1,1,0,0,1
4,6,0.08,28,20666848,0.0001984138673505342,0.0003307757580588257,-7.024279778302733,-4.804663265894642,40.0155959085587,7,20,1,1,1,1,1,0,0,1
4,6,0.08,29,20666849,0.0006730842910755632,0.0006620132279760867,-1.7193054520140412,-1.7913333264545748,-1.6723326108336276,8,12,1,1,1,1,0,1,0,1
4,6,0.08,30,20666850,0.0008117770930463215,0.0014094033932145358,-0.9056320788931891,1.4903531274985091,42.40278567835441,10,25,1,0,1,1,1,0,0,1
4,6,0.08,31,20666851,0.0003199862537848973,0.0007422608941232591,-4.948686780350759,-1.2944341956836614,56.89032571723215,12,18,1,1,1,1,1,0,0,1
4,6,0.08,32,20666852,0.00015151320694701943,0.0002665389283837248,-8.195495093780188,-5.742393526877633,43.15531773696775,5,25,1,0,1,1,1,0,0,1
4,6,0.08,33,20666853,0.0006748095222546167,0.0008776368070945355,-1.7081879769900998,-0.5668517123228775,23.110617421731618,8,19,1,1,1,1,1,0,0,1
4,6,0.08,34,20666854,0.00021603895643228604,0.0003881584098159037,-6.654679292282552,-4.109910000014663,44.34257999594823,7,17,1,1,1,1,1,0,0,1
4,6,0.08,35,20666855,0.0003228207581991145,0.00041553910253075877,-4.9103854680785375,-3.813881025313695,22.312784468889088,5,16,1,1,1,1,1,0,0,1
4,6,0.08,36,20666856,0.000475761507900446,0.0008164199314537183,-3.2261069803365467,-0.8808640129219526,41.72588277538687,18,25,1,0,1,1,1,0,0,1
4,6,0.08,37,20666857,0.00025601963316366344,0.0003686168660685016,-5.917267290330807,-4.334247975138386,30.545871138710655,11,20,1,1,1,1,1,0,0,1
4,6,0.08,38,20666858,0.0004310174712727622,0.0005442225040775288,-3.6550512537623527,-2.642235037274867,20.801240661051317,9,18,1,1,1,1,1,0,0,1
4,6,0.08,39,20666859,0.0005506041876512155,0.0008925888877356338,-2.591604898789417,-0.49348524200772936,38.31379762658518,9,23,1,1,1,1,1,0,0,1
4,6,0.08,40,20666860,0.00035295020867203857,0.0004839187257141905,-4.522865570036337,-3.1522757211126953,27.064155628377954,6,25,1,0,1,1,1,0,0,1
4,6,0.08,41,20666861,0.0005622464765210039,0.0008556676768459251,-2.500732575148823,-0.6769487333101766,34.29149052427695,8,25,1,0,1,1,1,0,0,1
4,6,0.08,42,20666862,0.0016306524134292522,0.002169130004397661,2.1236139757176558,3.362855817516548,24.824588193271385,8,22,1,1,1,1,1,0,0,1
4,6,0.08,43,20666863,0.0009621395158974169,0.0015468261297180508,-0.16761948137708096,1.8944149977063918,37.799116693691246,16,20,1,1,1,1,1,0,0,1
4,6,0.08,44,20666864,0.0002468913783435264,0.00037706402855534985,-6.074940757351731,-4.235848967777881,34.52269120195729,9,15,1,1,1,1,1,0,0,1
4,6,0.08,45,20666865,0.00044746234481691355,0.0006234393860773817,-3.492435058817084,-2.052057644336638,28.226808442068137,7,16,1,1,1,1,1,0,0,1
4,6,0.08,46,20666866,0.00045495850959056245,0.0006523673036160577,-3.420282074692147,-1.8550781374911924,30.260375241257893,11,25,1,0,1,1,1,0,0,1
4,6,0.08,47,20666867,0.00039295300045817726,0.0007196168351430322,-4.056593907500045,-1.4289868506495687,45.39413459107397,9,25,1,0,1,1,1,0,0,1
4,6,0.08,48,20666868,0.0003632675250798295,0.000435110844417847,-4.397734248981516,-3.614000925010326,16.51149822159447,10,23,1,1,1,1,1,0,0,1
4,6,0.08,49,20666869,0.0002977185677775306,0.000507666079209596,-5.261940789177432,-2.9442185393682756,41.355434217495954,9,23,1,1,1,1,1,0,0,1
4,6,0.08,50,20666870,0.0001781508882391108,0.00023931124512986625,-7.492120079670056,-6.210368936009129,25.55682532075154,8,25,1,0,1,1,1,0,0,1
4,8,0.08,1,20668821,0.00035275042907591324,0.00048267974065966225,-4.525324493094384,-3.1634092928232653,26.91832713056881,17,25,1,0,1,1,1,0,0,1
4,8,0.08,2,20668822,0.000626407333485235,0.0009660651685296988,-2.031431665415442,-0.14993576091530048,35.15889466974629,19,19,1,1,1,1,1,0,0,1
4,8,0.08,3,20668823,0.0002586257875822819,0.0003492316252619659,-5.87328173785394,-4.568864349124636,25.944339265299543,7,19,1,1,1,1,1,0,0,1
4,8,0.08,4,20668824,0.00033877333274313806,0.00042001276897956323,-4.700907834013057,-3.76737506237653,19.342134867423063,8,21,1,1,1,1,1,0,0,1
4,8,0.08,5,20668825,0.000549237153013864,0.0009137332552385139,-2.6024009269682837,-0.3918056869252069,39.89086531927796,6,19,1,1,1,1,1,0,0,1
4,8,0.08,6,20668826,0.0002610271458306788,0.0003215406533594855,-5.833143253382368,-4.92764110100483,18.81986209101591,10,23,1,1,1,1,1,0,0,1
4,8,0.08,7,20668827,0.000749095560186877,0.0011369071261006889,-1.2546277694054244,0.5572498863724608,34.111103449928216,13,25,1,0,1,1,1,0,0,1
4,8,0.08,8,20668828,0.00020201253128057986,0.00027766389479659824,-6.946216894781006,-5.564805887770428,27.245661007325612,10,22,1,1,1,1,1,0,0,1
4,8,0.08,9,20668829,0.0002827588526449167,0.00038826161919995736,-5.48583789250774,-4.108755386157111,27.173112493693587,7,25,1,0,1,1,1,0,0,1
4,8,0.08,10,20668830,0.00035191307108133096,0.0003831974181163668,-4.535646018972078,-4.16577425745874,8.164028658861058,8,18,1,1,1,1,1,0,0,1
4,8,0.08,11,20668831,0.0003275633407906999,0.0005117685195734805,-4.847047082033439,-2.909264323918049,35.99384716674276,10,25,1,0,1,1,1,0,0,1
4,8,0.08,12,20668832,0.00012173433551494617,0.0001691037075983091,-9.14586910500177,-7.718468703925899,28.012024547613525,12,12,1,1,1,1,1,0,0,1
4,8,0.08,13,20668833,0.00036998418892822616,0.0005624204737058328,-4.318168348733936,-2.4993887814537104,34.21573249452119,11,25,1,0,1,1,1,0,0,1
4,8,0.08,14,20668834,0.0004886965697461806,0.0005070679632984529,-3.1096070935638647,-2.949338274371716,3.623063352842726,9,19,1,1,1,1,1,0,0,1
4,8,0.08,15,20668835,0.00023094013385972512,0.00034137779014906046,-6.365005867917787,-4.6676473726191015,32.35056862987877,10,20,1,1,1,1,1,0,0,1
4,8,0.08,16,20668836,0.00023971509061296558,0.00023971849126370917,-6.2030462527528325,-6.202984643224061,0.0014186017631176234,4,11,1,1,1,1,1,0,0,1
4,8,0.08,17,20668837,0.0005102271703042837,0.0005956879555787021,-2.9223641832709975,-2.249811809630807,14.346569285825913,12,21,1,1,1,1,1,0,0,1
4,8,0.08,18,20668838,0.00024450091458255767,0.00025739683302335474,-6.117195120110556,-5.893968009007179,5.01013096755039,11,25,1,0,1,1,1,0,0,1
4,8,0.08,19,20668839,0.0007405305321156998,0.0014090087356962706,-1.3045703078759154,1.4891368569482495,47.443155364841516,9,25,1,0,1,1,1,0,0,1
4,8,0.08,20,20668840,0.0008091466410856624,0.0010218977995462338,-0.9197276436653729,0.09407463986041113,20.819220723935608,6,25,1,0,1,1,1,0,0,1
4,8,0.08,21,20668841,0.000524400699233694,0.0006251544650969813,-2.8033673789512568,-2.040126625743191,16.11661940983772,15,25,1,0,1,1,1,0,0,1
4,8,0.08,22,20668842,0.0005109793032065643,0.0008304401249937774,-2.915966902473141,-0.8069167485883617,38.46885671493858,17,25,1,0,1,1,1,0,0,1
4,8,0.08,23,20668843,0.0006858063432455452,0.0008490774464969362,-1.6379850227182204,-0.7105269485349407,19.229235675144047,25,25,0,0,1,1,1,0,0,1
4,8,0.08,24,20668844,0.0002414747533341761,0.00040164949074024414,-6.171282688909921,-3.9615277935124764,39.87923328643199,12,15,1,1,1,1,1,0,0,1
4,8,0.08,25,20668845,0.0005620236370265453,0.0011373035936057074,-2.5024541892501793,0.5587641141433162,50.58279599339826,25,25,0,0,1,1,1,0,0,1
4,8,0.08,26,20668846,0.0003952216999151871,0.0003983789526135678,-4.031592181970131,-3.99703614538617,0.7925249759475345,8,17,1,1,1,1,1,0,0,1
4,8,0.08,27,20668847,0.00011495868171887916,0.00012393727554029885,-9.394582250886799,-9.067980549897882,7.244466027091461,8,17,1,1,1,1,1,0,0,1
4,8,0.08,28,20668848,0.0004538026973799972,0.00045381509381751364,-3.431329270192476,-3.431210636457853,0.0027316053796685516,4,13,1,1,1,1,1,0,0,1
4,8,0.08,29,20668849,0.0010711709530674162,0.001447610380236677,0.2985878740427449,1.6065168859984427,26.004195072690404,25,25,0,0,1,1,1,0,0,1
4,8,0.08,30,20668850,0.0002672487337891793,0.00038116143272025826,-5.730843437793344,-4.188910492827547,29.885683375180744,10,25,1,0,1,1,1,0,0,1
4,8,0.08,31,20668851,0.0003764804538837134,0.00037649816033427305,-4.24257566583605,-4.2423714153134355,0.004702931494790859,6,25,1,0,1,1,1,0,0,1
4,8,0.08,32,20668852,0.000808433671330911,0.000981153676536731,-0.9235560637806156,-0.08262964439756762,17.603766803941024,20,22,1,1,1,1,1,0,0,1
4,8,0.08,33,20668853,0.00020720521801300822,0.00023486410567894413,-6.8359931202660364,-6.291833514502264,11.77654950124444,6,14,1,1,1,1,1,0,0,1
4,8,0.08,34,20668854,0.00022018220268360381,0.00022019200881951407,-6.572177879467995,-6.571984464385818,0.0044534476808799905,4,12,1,1,1,1,1,0,0,1
4,8,0.08,35,20668855,0.00034748285016050317,0.000817061425300514,-4.590666249284114,-0.8774529271325915,57.47163684386404,8,20,1,1,1,1,1,0,0,1
4,8,0.08,36,20668856,0.000199360567312558,0.0002610435399991355,-7.003607391643689,-5.832870497332595,23.629381016968193,7,25,1,0,1,1,1,0,0,1
4,8,0.08,37,20668857,0.0001807434830537625,0.00018484269080878081,-7.429373528152508,-7.331977179563002,2.217673707887612,11,25,1,0,1,1,1,0,0,1
4,8,0.08,38,20668858,0.0005092319618880612,0.0008446816651884087,-2.9308434571753503,-0.7330693258889547,39.71315077917838,13,25,1,0,1,1,1,0,0,1
4,8,0.08,39,20668859,0.000338822442981639,0.000459492830750248,-4.700278305129101,-3.3772126031681724,26.26164755858791,21,25,1,0,1,1,1,0,0,1
4,8,0.08,40,20668860,0.0002315777514019052,0.00033040458826946565,-6.353031673432307,-4.809539303399287,29.910854865901854,11,25,1,0,1,1,1,0,0,1
4,8,0.08,41,20668861,0.0005961835543303212,0.0006531091970715074,-2.2462000811234666,-1.8501420046940429,8.71609877742289,8,25,1,0,1,1,1,0,0,1
4,8,0.08,42,20668862,0.000724316218155713,0.0007243918290462528,-1.4007179040790323,-1.4002645706054393,0.010437844203640282,7,24,1,1,1,1,1,0,0,1
4,8,0.08,43,20668863,0.0003193066287716443,0.00044163708716662975,-4.957920654597267,-3.5493446318759183,27.69931736933818,11,24,1,1,1,1,1,0,0,1
4,8,0.08,44,20668864,0.0004243006917389003,0.0004764999010948937,-3.7232626020099566,-3.219371851703481,10.954715674872322,12,20,1,1,1,1,1,0,0,1
4,8,0.08,45,20668865,0.00023711697664294563,0.00026207766496720125,-6.250373511318403,-5.815699893350342,9.52415701940088,8,23,1,1,1,1,1,0,0,1
4,8,0.08,46,20668866,0.00020551669796012713,0.0002250805654431501,-6.871528865016181,-6.476620024902705,8.69193990360946,9,25,1,0,1,1,1,0,0,1
4,8,0.08,47,20668867,0.0007493210696211744,0.0020575095414964322,-1.253320556154802,3.1334185788656326,63.58116186055733,15,25,1,0,1,1,1,0,0,1
4,8,0.08,48,20668868,0.00038087640799784253,0.0006793152706686746,-4.192159272961796,-1.6792862257606505,43.93230589046937,14,19,1,1,1,1,1,0,0,1
4,8,0.08,49,20668869,0.00016504384195485374,0.0002086269359808739,-7.824006752410845,-6.806296202016867,20.890444381551806,13,25,1,0,1,1,1,0,0,1
4,8,0.08,50,20668870,0.0004426793543092129,0.0005617735774264763,-3.539107321857469,-2.50438691349709,21.1996839835085,16,25,1,0,1,1,1,0,0,1
8,4,0.08,1,21064821,7.459618536590053e-05,0.00010733619813737706,-11.272833805286442,-9.692537915457166,30.502303360487357,6,16,1,1,1,1,1,0,0,1
8,4,0.08,2,21064822,0.00013270887790152298,0.00017715777580720775,-8.771000229179798,-7.516397808636847,25.090006748592486,5,11,1,1,1,1,1,0,0,1
8,4,0.08,3,21064823,0.00011826506544600076,0.00016930482019881222,-9.271435235431229,-7.713306771187929,30.146663687942382,4,12,1,1,1,1,1,0,0,1
8,4,0.08,4,21064824,0.00018281388155841919,0.00032355324346313667,-7.379908301813525,-4.900542422300224,43.49805317922962,5,25,1,0,1,1,1,0,0,1
8,4,0.08,5,21064825,0.00011963003167429179,0.00016436016240916484,-9.221597822773917,-7.8420343827066,27.214703416707543,6,16,1,1,1,1,1,0,0,1
8,4,0.08,6,21064826,0.0001796833413273831,0.0002468031893221089,-7.454921850221078,-6.076492324181989,27.195697178420993,6,18,1,1,1,1,1,0,0,1
8,4,0.08,7,21064827,0.00027487113598313794,0.00036577866677085953,-5.608708627079927,-4.367816273830276,24.853152752254474,9,23,1,1,1,1,1,0,0,1
8,4,0.08,8,21064828,0.00010553085435252574,0.00021131849323072964,-9.766205459020789,-6.750624946343154,50.06075770315989,7,20,1,1,1,1,1,0,0,1
8,4,0.08,9,21064829,0.00012794219154389316,0.0002229745263870958,-8.929862144495642,-6.517447498730978,42.62026536530069,5,15,1,1,1,1,1,0,0,1
8,4,0.08,10,21064830,7.696355981914714e-05,0.00011797766950605276,-11.137148529497447,-9.282001869993673,34.76429892082367,7,10,1,1,1,1,1,0,0,1
8,4,0.08,11,21064831,0.0001443033028045658,0.0003042577368025348,-8.407237286890249,-5.167583695221287,52.57201860466754,3,18,1,1,1,1,1,0,0,1
8,4,0.08,12,21064832,0.00014508357524097666,0.0003873510800427252,-8.383817508011699,-4.118952287615613,62.54468292047261,3,14,1,1,1,1,1,0,0,1
8,4,0.08,13,21064833,0.00012115065784503607,0.00014806722538668446,-9.16674223311919,-8.295410617280796,18.17861276954067,6,19,1,1,1,1,1,0,0,1
8,4,0.08,14,21064834,0.00011210144343227632,0.0002063168497713103,-9.503887953386867,-6.854653020129141,45.66539594001461,6,16,1,1,1,1,1,0,0,1
8,4,0.08,15,21064835,0.00010226920617640035,0.00017255017086080624,-9.90255115074688,-7.630846063297904,40.730741867013585,4,19,1,1,1,1,1,0,0,1
8,4,0.08,16,21064836,0.00012054462470166516,0.00019743258756439063,-9.188521508149684,-7.045811625511904,38.94390678420767,7,18,1,1,1,1,1,0,0,1
8,4,0.08,17,21064837,7.704415718705365e-05,0.00010261198740294972,-11.132602913730434,-9.888019008338656,24.917001281237336,3,17,1,1,1,1,1,0,0,1
8,4,0.08,18,21064838,0.00012080557383377442,0.00016985836717270294,-9.17913027391985,-7.699130550498721,28.878644105329386,4,10,1,1,1,1,1,0,0,1
