epsilon,K,N,realization,channel_seed,faa_energy_W,fpa_energy_W,faa_energy_dBm,fpa_energy_dBm,faa_energy_saving_pct,faa_iterations,fpa_iterations,faa_converged,fpa_converged,faa_monotone,fpa_monotone,faa_wins,fpa_wins,tie,same_physical_channel,same_g_phi
0.06,4,4,30,20664851,0.0005181338535199744,0.0010464142032553178,-2.8555803111261016,0.19703625813474537,50.484822175760044,11,25,1,0,1,1,1,0,0,1,1
0.08,4,4,30,20664851,0.0003874732245593835,0.0006642238142819537,-4.117583030360677,-1.776855577863559,41.6652615838151,6,21,1,1,1,1,1,0,0,1,1
0.04,4,6,1,20666822,0.0006634460604679814,0.002464853992943463,-1.781943804006953,3.917911986895159,73.08375821175063,16,25,1,0,1,1,1,0,0,1,1
0.06,4,6,1,20666822,0.00034405056039697995,0.000916564199597319,-4.633777304287852,-0.37837110020510095,62.46301562420459,10,25,1,0,1,1,1,0,0,1,1
0.08,4,6,1,20666822,0.00021043362284309478,0.0005204386489817547,-6.768848678994904,-2.8363045919683905,59.56610385204653,7,25,1,0,1,1,1,0,0,1,1
0.04,4,6,2,20666823,0.0008148365935619936,0.0025990875285764824,-0.889294754681603,4.148209053331364,68.64912841129754,12,25,1,0,1,1,1,0,0,1,1
0.06,4,6,2,20666823,0.0004861685708130817,0.000765564884679775,-3.132131202842051,-1.1601799521495757,36.49544531859776,10,25,1,0,1,1,1,0,0,1,1
0.08,4,6,2,20666823,0.0003047607805363333,0.00044161920691419105,-5.160409228067689,-3.549520465210416,30.990143597728537,6,25,1,0,1,1,1,0,0,1,1
0.04,4,6,3,20666824,0.0010353206107067748,0.0025542439334094755,0.15074859840495713,4.07262370560473,59.466650887771706,9,25,1,0,1,1,1,0,0,1,1
0.06,4,6,3,20666824,0.0006103879699564577,0.0014662602167446815,-2.1439403441263267,1.6621105125172178,58.371102005917415,5,25,1,0,1,1,1,0,0,1,1
0.08,4,6,3,20666824,0.0003890161204184704,0.0009108251061250805,-4.100324015952989,-0.4056500693116926,57.28970163399864,6,25,1,0,1,1,1,0,0,1,1
0.04,4,6,4,20666825,0.0007054272050239924,0.0013743151004894192,-1.5154779564106597,1.380863183964954,48.67063566624738,12,25,1,0,1,1,1,0,0,1,1
0.06,4,6,4,20666825,0.0003685149491538079,0.0005908474991856879,-4.335448898854662,-2.2852459832110315,37.62943066329316,5,25,1,0,1,1,1,0,0,1,1
0.08,4,6,4,20666825,0.00025406250581848534,0.0003401339611234759,-5.950594227797181,-4.683500031976006,25.305163595159133,10,25,1,0,1,1,1,0,0,1,1
0.04,4,6,5,20666826,0.004743532097729885,0.00846990062463464,6.761018436370146,9.278783148848987,43.9954220485969,16,25,1,0,1,1,1,0,0,1,1
0.06,4,6,5,20666826,0.002340093922846612,0.00447327141367022,3.6923328875860983,6.50625249588543,47.687191175224996,18,25,1,0,1,1,1,0,0,1,1
0.08,4,6,5,20666826,0.001485387710639347,0.0025958717014401204,1.7183982645745917,4.142832240553316,42.77884728219451,14,25,1,0,1,1,1,0,0,1,1
0.04,4,6,6,20666827,0.0019566596186048773,0.0038195123788919744,2.9151528216345994,5.820079218976074,48.7720047873625,18,25,1,0,1,1,1,0,0,1,1
0.06,4,6,6,20666827,0.0010827111363434592,0.00218403431414045,0.3451260378539469,3.392594574414813,50.426093155520235,13,25,1,0,1,1,1,0,0,1,1
0.08,4,6,6,20666827,0.0006475978148308605,0.0013793544244774124,-1.8869462534253725,1.3967587228003477,53.05065881988873,8,21,1,1,1,1,1,0,0,1,1
0.04,4,6,7,20666828,0.0015105906214696015,0.0027958998068596075,1.7914678404402686,4.465216040880737,45.97121764651798,11,21,1,1,1,1,1,0,0,1,1
0.06,4,6,7,20666828,0.0008914524853379133,0.0016159449709717661,-0.4990179988680834,2.084265673233297,44.833982508585756,10,16,1,1,1,1,1,0,0,1,1
0.08,4,6,7,20666828,0.0005976460704071903,0.0010316074393692855,-2.235559316872619,0.13514465363321276,42.066521857133445,6,13,1,1,1,1,1,0,0,1,1
0.04,4,6,8,20666829,0.0006303852399924417,0.000693822043362725,-2.0039396408588646,-1.5875190634072178,9.14309425264526,20,25,1,0,1,1,1,0,0,1,1
0.06,4,6,8,20666829,0.000346425702354984,0.0003794983881170507,-4.603898938577923,-4.2079006438867745,8.714842222693687,12,20,1,1,1,1,1,0,0,1,1
0.08,4,6,8,20666829,0.0002086842742291961,0.00022878097638506065,-6.8051027672662165,-6.4058009086887155,8.784254037818185,9,17,1,1,1,1,1,0,0,1,1
0.04,4,6,9,20666830,0.000467600579456989,0.0008373880066423184,-3.3012495932624346,-0.7707326351448079,44.159627825106924,8,25,1,0,1,1,1,0,0,1,1
0.06,4,6,9,20666830,0.00028670018935914845,0.0005028250064255823,-5.425720202114991,-2.9858313217424564,42.9821139172839,6,24,1,1,1,1,1,0,0,1,1
0.08,4,6,9,20666830,0.00017334211792084696,0.00033633756177158246,-7.6109590146249175,-4.732246284950757,48.46186164643451,8,19,1,1,1,1,1,0,0,1,1
0.04,4,6,10,20666831,0.0007605739576575365,0.0011157893056949293,-1.1885854907859845,0.47582194590090227,31.835342588819646,10,25,1,0,1,1,1,0,0,1,1
0.06,4,6,10,20666831,0.0004374783329300212,0.0006422484423805502,-3.5904345149183845,-1.922969403373691,31.883317410865267,9,23,1,1,1,1,1,0,0,1,1
0.08,4,6,10,20666831,0.000277859660090471,0.00041094570085501667,-5.561744999005278,-3.862155586030746,32.38531039201673,11,18,1,1,1,1,1,0,0,1,1
0.04,4,6,11,20666832,0.0019825999950462835,0.002072153742389962,2.972351007571792,3.164219745261734,4.321771377851048,19,25,1,0,1,1,1,0,0,1,1
0.06,4,6,11,20666832,0.0010089660110766414,0.0011962301760549603,0.038765364544653874,0.778147537096417,15.654526087604324,14,19,1,1,1,1,1,0,0,1,1
0.08,4,6,11,20666832,0.0007003297619839247,0.0007609722394168916,-1.5469741700380384,-1.1863118618338846,7.969078803641418,9,15,1,1,1,1,1,0,0,1,1
0.04,4,6,12,20666833,0.0008969360664161282,0.0014261697048278234,-0.4723851235416917,1.5417120678168328,37.108742151803575,9,19,1,1,1,1,1,0,0,1,1
0.06,4,6,12,20666833,0.000516761415182241,0.0008523822787351821,-2.867099210946731,-0.6936558796713379,39.374453449566815,7,15,1,1,1,1,1,0,0,1,1
0.08,4,6,12,20666833,0.00034605743002433015,0.0005656038557549209,-4.6085182180560915,-2.474876385899088,38.81628873225387,6,13,1,1,1,1,1,0,0,1,1
0.04,4,6,13,20666834,0.0016385520655387864,0.002616588370084544,2.144602457897648,4.177354067584642,37.37830205651173,12,15,1,1,1,1,1,0,0,1,1
0.06,4,6,13,20666834,0.000992327651223486,0.0015610900772998549,-0.03344906854278649,1.9342796324538083,36.433671211345526,7,12,1,1,1,1,1,0,0,1,1
0.08,4,6,13,20666834,0.0006900792698288471,0.0010340665047645057,-1.6110101872378766,0.14548470792206453,33.26548470052194,9,10,1,1,1,1,1,0,0,1,1
0.04,4,6,14,20666835,0.0011231980917911194,0.0016930540970312353,0.5045635696050643,2.286708350532968,33.65846408802628,14,25,1,0,1,1,1,0,0,1,1
0.06,4,6,14,20666835,0.0005853324990206367,0.0006552554811534822,-2.3259736217746916,-1.8358933753167754,10.671102210355603,10,25,1,0,1,1,1,0,0,1,1
0.08,4,6,14,20666835,0.00029037148695943685,0.00032628242176754337,-5.370460314434878,-4.864063228869504,11.006089330086835,15,18,1,1,1,1,1,0,0,1,1
0.04,4,6,15,20666836,0.0005671963648454458,0.0012460963619515771,-2.4626656120408503,0.9555162807408342,54.482142620404595,9,25,1,0,1,1,1,0,0,1,1
0.06,4,6,15,20666836,0.0003781450999559603,0.000706313348574439,-4.223415228650572,-1.5100258596539895,46.46213317089713,7,25,1,0,1,1,1,0,0,1,1
0.08,4,6,15,20666836,0.00024626639101882114,0.00046858765144526255,-6.085948540603051,-3.2920916042502473,47.44496781781105,4,22,1,1,1,1,1,0,0,1,1
0.04,4,6,16,20666837,0.0009466153878370458,0.0014630201259216015,-0.23826440076771777,1.6525030050437781,35.297172536109606,6,25,1,0,1,1,1,0,0,1,1
0.06,4,6,16,20666837,0.0005608834256334859,0.0008681029390167054,-2.511273934051231,-0.6142877344536358,35.38975616546179,7,21,1,1,1,1,1,0,0,1,1
0.08,4,6,16,20666837,0.00036520615458798605,0.0005727858707651407,-4.374619121862649,-2.4200770355707144,36.240369529343454,6,17,1,1,1,1,1,0,0,1,1
0.04,4,6,17,20666838,0.00036093284032503515,0.0006140461777013979,-4.425736008358122,-2.117989676751119,41.22057046651763,11,20,1,1,1,1,1,0,0,1,1
0.06,4,6,17,20666838,0.00020711935748630512,0.00036565544684911836,-6.8377930981432495,-4.369279528868085,43.356687485153344,5,15,1,1,1,1,1,0,0,1,1
0.08,4,6,17,20666838,0.0001456881751514423,0.00024178191085364438,-8.365756965133563,-6.165761944194776,39.74397231080269,6,13,1,1,1,1,1,0,0,1,1
0.04,4,6,18,20666839,0.0008592940896092905,0.0015238617668502101,-0.6585817535857459,1.8294557289794082,43.61075864607896,13,25,1,0,1,1,1,0,0,1,1
0.06,4,6,18,20666839,0.0005660463544058997,0.0008930998656450822,-2.471480023128356,-0.49099975967398296,36.62003811891218,8,20,1,1,1,1,1,0,0,1,1
0.08,4,6,18,20666839,0.00035779793987720837,0.0005784847213641304,-4.463621643347056,-2.3770810691944706,38.14911152130664,6,16,1,1,1,1,1,0,0,1,1
0.04,4,6,19,20666840,0.001445534442218472,0.002602810520924887,1.600284439051376,4.154425535445245,44.46255574129102,10,25,1,0,1,1,1,0,0,1,1
0.06,4,6,19,20666840,0.0007763949019741636,0.0014612035661209473,-1.0991732497321414,1.6471072345279947,46.8660684948055,9,23,1,1,1,1,1,0,0,1,1
0.08,4,6,19,20666840,0.000470272162760952,0.0008974063288334618,-3.276507280732208,-0.4701087199064535,47.59651813774718,7,18,1,1,1,1,1,0,0,1,1
0.04,4,6,20,20666841,0.0009553867279168473,0.002217556418235972,-0.19820796161847137,3.458746778011132,56.917139962696375,16,25,1,0,1,1,1,0,0,1,1
0.06,4,6,20,20666841,0.00035946798054670745,0.0006106654226545405,-4.443397881494987,-2.141966701064206,41.13503610797004,20,25,1,0,1,1,1,0,0,1,1
0.08,4,6,20,20666841,0.00021361801965979614,0.00029833397529342395,-6.7036211536664005,-5.252972848805383,28.396348605721528,13,24,1,1,1,1,1,0,0,1,1
0.04,4,6,21,20666842,0.006127373843907831,0.01337986567541171,7.872743783559873,11.264517534377605,54.204518994774695,22,25,1,0,1,1,1,0,0,1,1
0.06,4,6,21,20666842,0.002331193588890114,0.005019640532542284,3.675783400567166,7.00672617479076,53.55855516392046,25,25,0,0,1,1,1,0,0,1,1
0.08,4,6,21,20666842,0.0006219146201917308,0.001490898554441861,-2.062692335161766,1.7344809365756992,58.28591969997896,11,25,1,0,1,1,1,0,0,1,1
0.04,4,6,22,20666843,0.0007133293043388218,0.0007823845668998692,-1.4670993432611477,-1.0657972490799459,8.826255716504335,13,25,1,0,1,1,1,0,0,1,1
0.06,4,6,22,20666843,0.00038576117904336996,0.0004676386018994198,-4.136814795836711,-3.3008964656930506,17.508696357290905,13,25,1,0,1,1,1,0,0,1,1
0.08,4,6,22,20666843,0.00029216325190084384,0.00031233803742271727,-5.34374410237209,-5.053751229204305,6.45927908376044,5,22,1,1,1,1,1,0,0,1,1
0.04,4,6,23,20666844,0.0006637384621344824,0.0014049967105640518,-1.7800301525115851,1.4767530745422808,52.758717714860914,14,25,1,0,1,1,1,0,0,1,1
0.06,4,6,23,20666844,0.00040181186250648157,0.0007855712831692848,-3.959772459226171,-1.048144007163533,48.85099912443031,21,25,1,0,1,1,1,0,0,1,1
0.08,4,6,23,20666844,0.0002546146161082657,0.000401639581092797,-5.941166693666956,-3.961634945603922,36.60619418646437,10,25,1,0,1,1,1,0,0,1,1
0.04,4,6,24,20666845,0.0009462273596943746,0.0017973778746172612,-0.24004498696554824,2.5463939130434055,47.35512364666963,15,25,1,0,1,1,1,0,0,1,1
0.06,4,6,24,20666845,0.0005952406819679407,0.0010430168211760212,-2.25307394413767,0.18291312534888096,42.9308645955685,9,25,1,0,1,1,1,0,0,1,1
0.08,4,6,24,20666845,0.00040214328863735825,0.000667985770637796,-3.9561917483432985,-1.7523278872101977,39.79762648935023,7,25,1,0,1,1,1,0,0,1,1
0.04,4,6,25,20666846,0.0005497210640174057,0.001397544572078551,-2.5985762157300125,1.4536566779214541,60.665221346048924,10,25,1,0,1,1,1,0,0,1,1
0.06,4,6,25,20666846,0.00031535927686240564,0.0008246321822302585,-5.011943889265896,-0.8373972035652888,61.75758311911852,11,25,1,0,1,1,1,0,0,1,1
0.08,4,6,25,20666846,0.00021307774029962943,0.0005356091698322971,-6.7146191757805385,-2.7115199630999824,60.21768253774566,4,25,1,0,1,1,1,0,0,1,1
0.04,4,6,26,20666847,0.0007562340874438581,0.0008268683160119389,-1.2134375059802964,-0.825636490726439,8.542379384997611,12,25,1,0,1,1,1,0,0,1,1
0.06,4,6,26,20666847,0.0004127802732779323,0.0004857056353742759,-3.842810657685623,-3.1362685761868008,15.01431253523518,7,21,1,1,1,1,1,0,0,1,1
